"","id","clee","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"3171",6989384,"31080315222006821000000000U8","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","19","CALLE","28","CALLE","26","CALLE","17",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",11,"9991224690","","","Fijo",20.53723009,-89.3335907,"2019-11"
"3172",6989387,"31080315222006851000000000U5","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","24","CALLE","19","CALLE","NINGUNO","CALLE","26",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",27,"","","","Fijo",20.53751396,-89.33156573,"2019-11"
"3173",6989113,"31080315222006091000000000U8","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","19","CALLE","28","CALLE","26","CALLE","21",0,"SN","",NA,0,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",12,"","","","Fijo",20.5371717,-89.33362714,"2019-11"
"3174",6988884,"31080315222005551000000000U2","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","21","CALLE","40","CALLE","42","CALLE","NINGUNO",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",33,"","","","Fijo",20.53932257,-89.34131822,"2019-11"
"3175",6989252,"31080315222006501000000000U6","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","17","CALLE","21","CALLE","30",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",4,"9994186782","","","Fijo",20.53758134,-89.33714169,"2019-11"
"3176",6989325,"31080315222006701000000000U2","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","34","CALLE","36","CALLE","13",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",6,"","","","Fijo",20.53916225,-89.33718175,"2019-11"
"3179",6989324,"31080315229001911000000000U7","ARMADOR DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","34","CALLE","36","CALLE","13",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",6,"","","","Fijo",20.53913712,-89.33710191,"2019-11"
"3182",4559090,"31033315229000111000000000U4","ARMADOR DE PRENDAS PARA VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","NINGUNO","CALLE","18","CALLE","SIN REFERENCIA",0,"SN","",NA,0,"","PUEBLO","CEPEDA","","","",97835,31,"YUCATÁN       ",33,"Halachó",2,"Cepeda","219",22,"","","","Fijo",20.5103847,-90.11752674,"2014-12"
"3185",6989122,"31080315222006152000000000U8","ARMADOR DE PRENNDAS DE VESTIR","",315229,"Confección en serie de otra ropa exterior de materiales textiles","6 a 10 personas","CALLE","30","CALLE","21","CALLE","19","CALLE","28",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",13,"9971293165","","","Fijo",20.53633243,-89.33448493,"2019-11"
"3187",6988356,"31080315229001731000000000U9","ARMADOR DE ROPA","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","32","CALLE","34","CALLE","21",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",8,"","","","Fijo",20.5357961,-89.33738345,"2019-11"
"3188",6988360,"31080315222004751000000000U9","ARMADOR DE ROPA","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","21","CALLE","23","CALLE","36",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",7,"9971394932","","","Fijo",20.53712429,-89.33736217,"2019-11"
"3189",6988348,"31080315222004701000000000U4","ARMADOR DE ROPA","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","32","CALLE","21","CALLE","23","CALLE","30",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",9,"","","","Fijo",20.53582032,-89.33578394,"2019-11"
"3190",8378898,"31080315222004381000000000U5","ARMADOR DE ROPA","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","32","CALLE","34","CALLE","21",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",8,"9971238510","","","Fijo",20.53555797,-89.33603247,"2019-11"
"3191",6988883,"31080315222005541000000000U3","ARMADOR DE ROPA DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","40","CALLE","38","CALLE","21","CALLE","38",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",32,"","","","Fijo",20.53782661,-89.34159418,"2019-11"
"3193",6988892,"31080315222005601000000000U5","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","38","CALLE","38A","CALLE","25",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",35,"","","","Fijo",20.53619973,-89.34023799,"2019-11"
"3194",6988423,"31080315222004941000000000U6","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","36","CALLE","38","CALLE","25",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",18,"","","","Fijo",20.53606827,-89.33942443,"2019-11"
"3195",6988428,"31080315222004961000000000U4","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","25","CALLE","23","CALLE","36",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",18,"","","","Fijo",20.53542236,-89.3400181,"2019-11"
"3196",6988893,"31080315222005611000000000U4","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","25","CALLE","23","CALLE","38A",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",35,"","","","Fijo",20.53557434,-89.34006457,"2019-11"
"3197",4556325,"31080315225000621010000000U1","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","21","CALLE","38","CALLE","38","CALLE","23",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",29,"","","","Fijo",20.53793217,-89.3396595,"2014-12"
"3198",4569763,"31080315222001871010000000U8","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","32","CALLE","25","CALLE","23","CALLE","30",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",2,"","","","Fijo",20.53540496,-89.33585452,"2010-07"
"3199",8378907,"31080315222004401000000000U1","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","38A","CALLE","23","CALLE","38",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",28,"9971235883","","","Fijo",20.53702092,-89.34163586,"2019-11"
"3200",6988945,"31080315222005681000000000U7","ARMADOR DE ROPA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","34","CALLE","32","CALLE","29",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",1,"9971202911","","","Fijo",20.53574825,-89.33750362,"2019-11"
"3205",4569646,"31080314991000751010000000U4","ARMADORA","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","23","CALLE","21","CALLE","32",0,"SN","",NA,0,"","SECTOR","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",8,"","","","Fijo",20.53663736,-89.3374012,"2010-07"
"3229",9116183,"31080315229001941000000000U4","ARMADORA DE PANTALONES","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","27","CALLE","16","CALLE","18","CALLE","23",0,"SN","",NA,0,"","SECTOR","SAN CRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","115",14,"9971056966","","","Fijo",20.5327721,-89.3283404,"2019-11"
"3232",6989376,"31080315222006791000000000U3","ARMADORA DE PHRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","34","CALLE","36","CALLE","13",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",6,"","","","Fijo",20.53923339,-89.33738859,"2019-11"
"3233",4559092,"31033315229000101000000000U5","ARMADORA DE PREDAS PARA VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","NINGUNO","CALLE","18","CALLE","SIN REFERENCIA",0,"SN","",NA,0,"","PUEBLO","CEPEDA","","","",97835,31,"YUCATÁN       ",33,"Halachó",2,"Cepeda","219",22,"","","","Fijo",20.51032879,-90.11744008,"2014-12"
"3236",4569550,"31080315229000461000000000U4","ARMADORA DE PRENAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","30","CALLE","17","CALLE","15","CALLE","34",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",1,"","","","Fijo",20.53881575,-89.33599236,"2010-07"
"3242",6989180,"31080315222006301000000000U1","ARMADORA DE PRENDAS DE VESTIR","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","17","CALLE","21","CALLE","40",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",21,"","","","Fijo",20.53944522,-89.33911758,"2019-11"
"3243",6988950,"31080315222005701000000000U3","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","27","CALLE","23","CALLE","32",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",1,"","","","Fijo",20.53508504,-89.33788878,"2019-11"
"3244",6988953,"31080315229001801000000000U0","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","32","CALLE","30","CALLE","25",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",2,"","","","Fijo",20.53535105,-89.33536749,"2019-11"
"3245",6988949,"31080315222005691000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","27","CALLE","34","CALLE","32A","CALLE","23",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",1,"9971400259","","","Fijo",20.53445398,-89.33796073,"2019-11"
"3247",6989079,"31080315229001841000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","30","CALLE","25","CALLE","29","CALLE","32",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",3,"","","","Fijo",20.53325003,-89.33481864,"2019-11"
"3248",6988471,"31080315222005021000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","36","CALLE","13","CALLE","11","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",16,"9971165867","","","Fijo",20.54093428,-89.3375583,"2019-11"
"3249",6989323,"31080315222006691000000000U5","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","17","CALLE","13","CALLE","36",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",6,"9971085661","","","Fijo",20.53918918,-89.33676446,"2019-11"
"3250",6989322,"31080315222006681000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","34","CALLE","17","CALLE","13","CALLE","36",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",6,"9971010086","","","Fijo",20.53918443,-89.33676598,"2019-11"
"3251",6989388,"31080315222006861000000000U4","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","19","CALLE","26","CALLE","24","CALLE","17",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",27,"9993261409","","","Fijo",20.53709108,-89.33202738,"2019-11"
"3252",6988407,"31080315192000041000000000U4","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","42","CALLE","13","CALLE","11","CALLE","NINGUNO",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",41,"9991530776","","","Fijo",20.54154446,-89.34030115,"2019-11"
"3253",6989386,"31080315222006841000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","24","CALLE","17","CALLE","NINGUNO","CALLE","26",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",27,"9971425790","","","Fijo",20.53822479,-89.33181239,"2019-11"
"3255",6988411,"31080315222004841000000000U8","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","38","CALLE","11","CALLE","40",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",44,"9971213691","","","Fijo",20.54112438,-89.3386343,"2019-11"
"3256",6988465,"31080315222004971000000000U3","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","11","CALLE","13","CALLE","36",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",31,"9971058376","","","Fijo",20.54130348,-89.33847031,"2019-11"
"3257",6988466,"31080315223000211000000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","11","CALLE","13","CALLE","36",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",31,"9971246857","","","Fijo",20.54138407,-89.33844175,"2019-11"
"3259",6988469,"31080315222005001000000000U8","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","13","CALLE","36","CALLE","28","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",16,"","","","Fijo",20.54056635,-89.33677238,"2019-11"
"3260",9197137,"31080315222007151000000000U9","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","29","CALLE","30","CALLE","32","CALLE","25",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",3,"","","","Fijo",20.5330775,-89.33565153,"2019-11"
"3261",6989382,"31080315222006811000000000U9","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","19","CALLE","28","CALLE","26","CALLE","17",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",11,"","","","Fijo",20.53716932,-89.33305446,"2019-11"
"3262",6989381,"31080315222006801000000000U0","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","26","CALLE","17","CALLE","19","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",11,"","","","Fijo",20.53725233,-89.33272432,"2019-11"
"3263",8949574,"31080315222004611000000000U5","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","29","CALLE","38","CALLE","36","CALLE","25",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",27,"","","","Fijo",20.53342982,-89.34002939,"2019-11"
"3264",8379126,"31080315222004491000000000U2","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","23","CALLE","34","CALLE","32","CALLE","29",0,"SN","",NA,0,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",1,"","","","Fijo",20.53576411,-89.33760589,"2019-11"
"3266",4569123,"31080315229000831000000000U8","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","24","CALLE","17","CALLE","NINGUNO","CALLE","26",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",27,"","","","Fijo",20.53825489,-89.3318101,"2010-07"
"3270",4556205,"31080315225001061010000000U9","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","17","CALLE","28","CALLE","26","CALLE","15",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",10,"","","","Fijo",20.53856117,-89.33314694,"2014-12"
"3271",4556377,"31080461110001101010000000U9","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","36","CALLE","25","CALLE","29","CALLE","38",NA,"SN","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",27,"","","","Fijo",20.53364448,-89.33949656,"2014-12"
"3272",4556288,"31080315222003791010000000U6","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","28","CALLE","17","CALLE","19","CALLE","26",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",11,"","","","Fijo",20.53823668,-89.33441867,"2014-12"
"3274",4569503,"31080315229000591000000000U8","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","42","CALLE","13","CALLE","17","CALLE","NINGUNO",0,"SN","",NA,0,"","BARRIO","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",33,"","","","Fijo",20.54077441,-89.34070184,"2010-07"
"3275",4569136,"31080314991000721010000000U7","ARMADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","26","CALLE","17","CALLE","19","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",11,"","","","Fijo",20.53761614,-89.33268546,"2010-07"
"3276",8454688,"31080315222003961000000000U5","ARMADORA DE PRENDAS DE VESTIR SIN NUMERO","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","36","CALLE","13","CALLE","11","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","TEKIT","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",16,"","","","Fijo",20.54117459,-89.33761014,"2019-11"
"3277",4569473,"31080812210000051010000000U1","ARMADORA DE PRENDAS DEVESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","26A","CALLE","15","CALLE","13","CALLE","28",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",9,"","","","Fijo",20.54093641,-89.33349025,"2010-07"
"3278",6988959,"31080315229001821000000000U8","ARMADORA DE PRNDAS DE VESTIR SIN NOMBRE.","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","25","CALLE","32","CALLE","30","CALLE","23",219,"","",NA,NA,"","SECTOR","SAN JUAN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","100",2,"","","","Fijo",20.53418632,-89.33583963,"2019-11"
"3280",6989114,"31080315222006101000000000U5","ARMADORA DEPRENDAS DE VESTIR","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","26","CALLE","19","CALLE","21","CALLE","28",0,"SN","",NA,0,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",12,"9971084769","","","Fijo",20.53661449,-89.33275251,"2019-11"
"3281",9075806,"31080315222006971000000000U1","ARMADORA DEPRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","28","CALLE","17","CALLE","15","CALLE","15",NA,"SN","",NA,NA,"","COLONIA","MEJORADA","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",10,"","","","Fijo",20.53895383,-89.33480912,"2019-11"
"3282",9357382,"31080315229001971000000000U1","ARMADORA SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","18","CALLE","17","CALLE","21","CALLE","20",193,"SN","",NA,NA,"","COLONIA","SANCRISTOBAL","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","115",1,"","","","Fijo",20.53628922,-89.32792378,"2021-05"
"3283",6989120,"31080315222006141000000000U1","ARMADORA Y SERRADORA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","28","CALLE","21","CALLE","19","CALLE","30",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",13,"9971044893","","","Fijo",20.53655057,-89.33409158,"2019-11"
"3284",6989182,"31080315222006311000000000U0","ARMADORDE PRENAS DE VESTIRSIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","38","CALLE","17","CALLE","21","CALLE","40",0,"SN","",NA,0,"","COLONIA","SAN MARTIN","","","",97680,31,"YUCATÁN       ",80,"Tekit",1,"Tekit","98",21,"9971341786","","","Fijo",20.53881608,-89.33925278,"2019-11"
"3285",8377470,"31032315229000181000000000U9","ARMADURA DE PRENDAS DE VESTIR","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","31","CALLE","24","CALLE","22","CALLE","22",216,"","",NA,NA,"","COLONIA","ESPITA","","","",97730,31,"YUCATÁN       ",32,"Espita",1,"Espita","90",3,"9868617171","","","Fijo",21.0072291,-88.30746544,"2019-11"
"3286",4548031,"31032315229000111000000000U6","ARMADURA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","29","CALLE","31","CALLE","SIN REFERENCIA","CALLE","31",0,"SN","",NA,0,"","COLONIA","ESPITA","","","",97730,31,"YUCATÁN       ",32,"Espita",1,"Espita","90",47,"9861182857","","","Fijo",21.00967045,-88.3149319,"2014-12"
"3288",4489591,"31032315229000071000000000U2","ARMADURA DE PRENDAS DE VESTIR SIN NOMBRE","",315229,"Confección en serie de otra ropa exterior de materiales textiles","0 a 5 personas","CALLE","33A","CALLE","18","CALLE","16","CALLE","16",200,"","",NA,NA,"","LOCALIDAD","ESPITA","","","",97730,31,"YUCATÁN       ",32,"Espita",1,"Espita","226",8,"","","","Fijo",21.00506457,-88.30454248,"2010-07"
